ID,Category,Type,Difficulty,Question / Statement,Created By,번역,한국인_적합도,분류_이유,출제_추천
8906,General Knowledge,True / False,Hard,Samhainophobia is the term used for an abnormal and persistent fear of halloween.,Exotickitty3,Samhainophobia는 할로윈에 대한 비정상적이고 지속적인 두려움을 나타내는 용어입니다.,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,조건부
8901,Entertainment: Film,Multiple Choice,Easy,"Max Schreck, a famous German silent film actor, plays a famous monster in which 1922 film?",Nathanm,독일의 유명한 무성영화 배우 막스 슈렉이 유명한 괴물 역을 맡은 1922년 영화는 무엇인가요?,전문/마니아,특정 영화·방송 작품의 인물이나 세부 내용을 알아야 풀 수 있습니다.,조건부
8896,Geography,Multiple Choice,Hard,Which river was dammed to create Gatun Lake and the Panama Canal?,SwappyGee123,Gatun 호수와 파나마 운하를 만들기 위해 어느 강이 댐으로 건설되었습니까?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
8884,Geography,True / False,Hard,There is 47 prefectures in Japan.,snowglare,일본에는 47개의 현이 있습니다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
8877,Entertainment: Musicals & Theatres,True / False,Easy,"""The Crucible"" was written by William Shakespeare.",rggbnnnnn,"""The Crucible""은 윌리엄 셰익스피어가 쓴 작품입니다.",일반,한국에서도 널리 알려진 고전 작품에 관한 문학 상식입니다.,추천
8875,Entertainment: Video Games,Multiple Choice,Easy,"Which of these is not a Dragon Age Origins ""Origin"":",Wolfwitch,"다음 중 Dragon Age Origins ""Origin""이 아닌 것은 무엇인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8874,Science & Nature,Multiple Choice,Medium,How many baby/milk teeth does a human child have in total?,Cyntheeh,인간의 아이는 총 몇 개의 젖니/젖니를 가지고 있습니까?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8873,Science & Nature,Multiple Choice,Medium,How many teeth does the average adult mouth have (except for wisdom teeth)?,Cyntheeh,평균 성인 입에는 몇 개의 치아가 있습니까(사랑니 제외)?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8855,Geography,Multiple Choice,Hard,Santorini is an island belonging to what European Country?,Druss,산토리니는 어느 유럽 국가에 속한 섬인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
8853,General Knowledge,Multiple Choice,Medium,"If a person's hair is described as 'Titian', what colour is it?",Druss,"사람의 머리카락을 '티치아노'라고 표현한다면, 그것은 어떤 색입니까?",일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8850,General Knowledge,Multiple Choice,Medium,All Souls and Merton are constituent colleges of what university?,Druss,All Souls와 Merton은 어느 대학의 구성 대학입니까?,해외특화,특정 외국의 생활문화 경험이 있어야 유리한 문제입니다.,비추천
8848,General Knowledge,Multiple Choice,Easy,What fruit is a traditional ingredient of a Black Forest Gateau?,Druss,블랙 포레스트 가토의 전통적인 성분은 무엇인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8847,General Knowledge,Multiple Choice,Easy,"In a standard Gregorian calendar, how many months begin with the letter 'J'?",Druss,표준 그레고리력에서 문자 'J'로 시작하는 달은 몇 달입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8846,General Knowledge,Multiple Choice,Medium,Astraphobia is the irrational fear of what?,Druss,Astraphobia는 무엇에 대한 비합리적인 두려움입니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8844,Geography,True / False,Medium,Tasmania is an island state of Australia.,Druss,태즈메이니아(Tasmania)는 호주의 섬나라이다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
8841,Geography,True / False,Easy,The capital of Indonesia is Bali.,SuPry,인도네시아의 수도는 발리이다.,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
8819,General Knowledge,Multiple Choice,Medium,What nation produces roughly 40% of the world’s vanilla?,SkyZero96,전 세계 바닐라의 약 40%를 생산하는 국가는 어디인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8818,Science & Nature,Multiple Choice,Medium,"What does CPR, the emergency procedure to assist someone who has suffered cardiac arrest, stand for?",SkyZero96,심정지 환자를 돕기 위한 응급처치인 심폐소생술(CPR)은 무엇을 의미하나요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8817,Science & Nature,Multiple Choice,Medium,What is the medical term for low blood sugar?,SkyZero96,저혈당의 의학용어는 무엇인가요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8816,Science & Nature,True / False,Medium,The French scientists Louis Pasteur and Émile Roux developed the first rabies vaccination in 1885.,SkyZero96,프랑스 과학자 루이 파스퇴르(Louis Pasteur)와 에밀 루(Emile Roux)는 1885년에 최초의 광견병 예방접종을 개발했습니다.,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8815,General Knowledge,Multiple Choice,Medium,What is the real name of viral internet meme Grumpy Cat?,SkyZero96,바이러스성 인터넷 밈 Grumpy Cat의 실제 이름은 무엇인가요?,전문/마니아,특정 콘텐츠의 캐릭터나 세부 설정을 알아야 풀 수 있습니다.,조건부
8814,Sports,Multiple Choice,Medium,Which football manager won more trophies than any other during his tenure at English football club Manchester United?,SkyZero96,영국 축구 클럽 맨체스터 유나이티드에서 재임하는 동안 다른 어떤 축구 감독보다 더 많은 트로피를 획득한 축구 감독은 누구인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8813,Science & Nature,Multiple Choice,Medium,"What cell organelle is known as ""the powerhouse of the cell?""",SkyZero96,"""세포의 발전소""로 알려진 세포 소기관은 무엇인가요?",일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8812,Entertainment: Music,Multiple Choice,Medium,What is the real name of prominent electronic musician Aphex Twin?,SkyZero96,저명한 일렉트로닉 뮤지션 에이펙스 트윈(Aphex Twin)의 진짜 이름은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
8811,Sports,Multiple Choice,Medium,"Who won the 1994 San Marino Grand Prix, the race in which Ayrton Senna was killed?",JosephStardust,Ayrton Senna가 사망한 1994년 산마리노 그랑프리에서 누가 우승했습니까?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,조건부
8806,Science: Computers,True / False,Easy,"The name of the programming language AWK is abbreviated from the names of the developers – Aho, Weinberger, and Kernighan.",Neo,"프로그래밍 언어인 AWK의 이름은 개발자 Aho, Weinberger, Kernighan의 이름을 따서 명명되었습니다.",전문/마니아,컴퓨터 구조·소프트웨어에 관한 기술 지식이 필요한 문제입니다.,조건부
8804,Entertainment: Music,Multiple Choice,Medium,Which Coldplay album won the Grammy for Best Rock Album in the 2009 Grammy Awards?,SkyZero96,2009년 그래미 어워드에서 그래미상 최우수 록 앨범상을 받은 Coldplay 앨범은 무엇인가요?,전문/마니아,특정 가수·밴드·음반의 세부 이력을 알아야 풀 수 있습니다.,조건부
8803,Entertainment: Video Games,Multiple Choice,Easy,"The football video game series ""Pro Evolution Soccer"" is developed by which company?",SkyZero96,"축구 비디오 게임 시리즈 ""Pro Evolution Soccer""를 개발한 회사는 어디인가요?",전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8802,Geography,Multiple Choice,Hard,What is the administrative centre and largest settlement on the Norwegian archipelago of Svalbard?,SkyZero96,노르웨이 스발바르 군도의 행정 중심지이자 최대 규모의 정착지는 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,조건부
8801,Science & Nature,Multiple Choice,Medium,"What was the category of the 2005 hurricane, Hurricane Katrina, in the Saffir-Simpson hurricane wind scale?",SkyZero96,Saffir-Simpson 허리케인 규모에서 2005년 허리케인인 허리케인 카트리나의 범주는 무엇인가요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8800,Entertainment: Video Games,Multiple Choice,Medium,Who created the Final Fantasy series developed by Square Enix?,SkyZero96,Square Enix가 개발한 Final Fantasy 시리즈를 만든 사람은 누구인가요?,전문/마니아,특정 게임의 캐릭터·설정·플레이 지식을 알아야 풀 수 있습니다.,조건부
8799,General Knowledge,Multiple Choice,Easy,The tale of Robin Hood originates from which country?,SkyZero96,로빈후드 이야기는 어느 나라에서 유래되었나요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8796,General Knowledge,Multiple Choice,Easy,What is the name of the alcoholic beverage made from potatoes or grains that originates from Poland and Russia?,SkyZero96,폴란드와 러시아가 원산지인 감자나 곡물로 만든 술의 이름은 무엇인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8795,Geography,Multiple Choice,Easy,Which continent is considered the largest and most populous continent in the world?,SkyZero96,세계에서 가장 크고 인구가 많은 대륙으로 간주되는 대륙은 어디인가요?,일반,한국의 교육과정이나 세계지리 상식으로 접할 수 있는 문제입니다.,추천
8794,Sports,Multiple Choice,Medium,Which of these track-and-field events is NOT included in the Olympic men's decathlon?,SkyZero96,다음 중 올림픽 남자 10종 경기에 포함되지 않는 육상 경기는 무엇인가요?,일반,올림픽이나 국제대회에서 접할 수 있는 보편적인 스포츠 상식입니다.,조건부
8793,Vehicles,Multiple Choice,Easy,What animal is pictured on the logo of the automobile manufacturer Porsche?,SkyZero96,자동차 제조사인 포르쉐의 로고에는 어떤 동물이 그려져 있나요?,일반,한국에서도 접할 수 있는 자동차와 교통수단 상식입니다.,추천
8792,Science: Computers,Multiple Choice,Easy,What is the commonly used keyboard shortcut for the 'Copy' function on Windows OS?,SkyZero96,Windows OS에서 '복사' 기능에 일반적으로 사용되는 키보드 단축키는 무엇인가요?,일반,디지털 기기와 인터넷 사용에서 접할 수 있는 기초 컴퓨터 상식입니다.,추천
8791,Science & Nature,Multiple Choice,Medium,How many hearts does an octopus have?,SkyZero96,문어는 하트가 몇 개 있나요?,일반,한국의 과학 교육과정이나 보편적인 자연과학 상식입니다.,추천
8771,Sports,Multiple Choice,Hard,Which is Kenesisa Bekele's personal best at marathon?,dreguera,마라톤에서 케네사 베켈레의 개인 최고 기록은 무엇인가요?,전문/마니아,특정 종목의 선수·구단·경기 기록을 알아야 풀 수 있습니다.,비추천
8770,General Knowledge,Multiple Choice,Easy,Which is the capital of Spain?,dreguera,스페인의 수도는 어디인가요?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,추천
8765,General Knowledge,Multiple Choice,Hard,Roughly how many ingested apple seeds would it take to receive a fatal dose of cyanide?,SkyZero96,치사량의 시안화물을 섭취하려면 대략 얼마나 많은 사과 씨앗을 섭취해야 합니까?,일반,한국의 일반 교육과정이나 보편 상식으로 접할 수 있는 문제입니다.,조건부
